Word,Mean,SD,Median,Min,Max,N
dinner,4.904761904761905,1.9976176286957898,5,1,7,21
dinosaur,1.5833333333333333,1.3805061033726997,1,1,7,24
dioxide,1.3636363636363635,1.1358007263790995,1,1,6,22
diploma,3.9583333333333335,2.1564698743178816,4,1,7,24
diplomacy,5.7727272727272725,1.5097088392205893,6,1,7,22
dipstick,2,1.6236882817719773,1,1,7,23
dire,3.142857142857143,2.0318886358684694,2,1,7,21
direction,2.75,1.7733405882980469,2.5,1,7,20
directive,4.25,2.0483291175768223,4,1,7,24
directory,4.045454545454546,1.9390049664042277,4,1,7,22
disability,3.761904761904762,2.233937373893053,4,1,7,21
disable,4,2.4698178070456938,3,1,7,21
disabled,4.434782608695652,2.1068306001825614,5,1,7,23
disagree,5.04,2.2634781495153278,6,1,7,25
disagreement,6.086956521739131,1.5929687401561352,7,2,7,23
disappear,2.652173913043478,1.8490463304135487,2,1,7,23
disappointment,4.476190476190476,2.2938842084780044,5,1,7,21
disapproval,5.043478260869565,2.142179452409184,6,1,7,23
disarm,4.4,2.1618705350983247,5,1,7,20
disaster,3.142857142857143,2.197401062294143,2,1,7,21
disband,3.9565217391304346,1.9182914005002476,3,1,7,23
disbelief,3.5555555555555554,2.0926263324636487,3,1,7,18
discard,2.857142857142857,1.6818357317441643,3,1,7,21
discharge,2.608695652173913,1.8766297265136729,2,1,7,23
disciple,5.25,1.7257638510425513,6,2,7,24
discipline,5.304347826086956,1.5792628490042622,5,2,7,23
disclose,3.739130434782609,2.260679529866826,4,1,7,23
disclosure,3.4545454545454546,2.2620528545732785,3.5,1,7,22
discoloration,1.5454545454545454,0.857864054457777,1,1,4,22
discomfort,3.6666666666666665,1.9486152645597752,3.5,1,7,24
disconnect,3.2,1.908430051942668,3,1,7,20
discontinue,2.227272727272727,1.5409279264322762,1.5,1,6,22
discord,5.3125,2.4143667216615348,7,1,7,16
discount,3.25,2.231201664925252,2.5,1,7,24
discourage,4.826086956521739,1.7748796095675048,5,1,7,23
discouraging,4.380952380952381,1.8296499795368095,4,1,7,21
discourse,4.55,2.0894471693929497,5,1,7,20
discover,4.75,1.7997584378973221,5,1,7,24
discredit,4.28,2.1702534414210706,4,1,7,25
discreet,4.25,1.8939262186630001,4,1,7,24
discrepancy,3.9,2.125038699338017,4,1,7,20
discretion,4,2.138089935299395,4.5,1,7,22
discriminate,6.260869565217392,1.0538842141140996,7,4,7,23
discuss,6.478260869565218,1.4730785703105929,7,1,7,23
discussion,6.434782608695652,1.3082287455154336,7,1,7,23
disdain,4.190476190476191,2.1358615970855324,5,1,7,21
disease,4.25,1.9167454300136626,4.5,1,7,24
diseased,3.4347826086956523,1.8297065576087663,4,1,7,23
disembodied,2.9523809523809526,2.085094493690645,2,1,7,21
disengage,4.2727272727272725,2.0972049013552296,5,1,7,22
disgrace,4.363636363636363,2.127942322559173,5,1,7,22
disguise,3.739130434782609,1.9357261100482501,4,1,7,23
disgust,4.523809523809524,2.0154167712671147,5,1,7,21
disgusted,3.8260869565217392,2.569969471220223,4,1,7,23
dishonor,4.826086956521739,1.9459088531640258,5,1,7,23
dishwasher,1.7083333333333333,1.3981094896064243,1,1,7,24
disinfect,2.2857142857142856,1.5856499343441837,2,1,7,21
disintegrate,2.45,1.9324105480761042,1,1,7,20
dislike,4.2272727272727275,2.369082968693607,4,1,7,22
disloyal,5.313543599257885,1.8643650721267557,6,1,7,539
dismal,3.0476190476190474,2.246690688016276,2,1,7,21
dismantle,1.9130434782608696,1.3788349323798654,1,1,6,23
dismay,4.043478260869565,2.142179452409184,4,1,7,23
dismiss,3.9166666666666665,2.0834057958412537,4,1,7,24
dismissal,4.619047619047619,2.246690688016276,5,1,7,21
disobedience,6,1.4770978917519928,7,2,7,23
disobey,5.333333333333333,1.6532795690182993,6,2,7,21
disorder,3.739130434782609,2.004934623834354,4,1,7,23
disorderly,4.72,1.9689252567496478,5,2,7,25
disown,4.761904761904762,2.1657507221460626,6,1,7,21
disparage,4.2,2.330574810506717,5,1,7,20
dispatch,3.4347826086956523,2.0410800829801707,3,1,7,23
dispensary,4.173913043478261,2.081349516606156,4,1,7,23
dispense,2.8095238095238093,1.8060744065250363,3,1,7,21
dispenser,2.625,1.995919750935371,2,1,7,24
dispersal,3.347826086956522,2.0584348787847597,3,1,7,23
disperse,3.4285714285714284,2.0389072703639215,3,1,7,21
displace,3.0476190476190474,1.8835124230062958,3,1,7,21
displacement,3,1.9760470401187074,3,1,7,22
displease,5.666666666666667,1.8529256146249728,7,1,7,21
disposal,3.217391304347826,2.2754923890552177,2,1,7,23
disprove,4.285714285714286,2.1712405933672376,5,1,7,21
dispute,5.32,1.973153144926499,6,1,7,25
disqualify,4.318181818181818,2.1018441706627344,4,1,7,22
disregard,3.5454545454545454,2.2620528545732785,3,1,7,22
disrupt,3.7916666666666665,1.793203755891931,4,1,7,24
disruption,4,1.8771812708978117,4,1,7,22
disruptive,4.619047619047619,1.8567765206451334,5,1,7,21
dissect,2.8333333333333335,1.5788456616111677,3,1,5,24
dissection,1.736842105263158,1.2841817655680772,1,1,5,19
dissent,4.5,2.4640269015229057,5,1,7,22
dissertation,3.619047619047619,2.2243244025139517,3,1,7,21
dissolve,2.2083333333333335,1.444003091248849,2,1,7,24
dissuade,3.7142857142857144,2.3482516292522218,4,1,7,21
distance,2.652173913043478,1.944892977943047,2,1,7,23
distant,2.72,2.092048437935094,2,1,7,25
distasteful,3.2916666666666665,2.095111632735399,2.5,1,7,24
distilled,2.0625,1.7308475765743594,1,1,7,16
distinguish,3.9545454545454546,2.1039027844477336,4,1,7,22
distort,3.0869565217391304,1.534839152907054,3,1,7,23
distorted,2.6315789473684212,1.5351629054269225,3,1,5,19
distortion,2.8636363636363638,1.909760756531076,2,1,7,22
distract,3.8636363636363638,1.909760756531076,4,1,7,22
distraction,2.9444444444444446,2.3632535454879653,2,1,7,18
distress,4.434782608695652,1.8543826945551485,5,1,7,23
distribute,4.16,2.1540659228538015,5,1,7,25
distribution,4.619047619047619,1.774153050787628,4,1,7,21
distributor,4.363636363636363,2.059714602177749,4,1,7,22
district,4.25,2.4001811525835692,5,1,7,24
distrust,5,2.280350850198276,6,1,7,21
disturb,4.863636363636363,1.8592229443264616,5,1,7,22
disturbance,4,2.1320071635561044,5,1,7,23
diverse,4.954545454545454,2.339663645489662,5.5,1,7,22
diversion,4.8,2.142305693455191,5,1,7,20
diversity,5.875,1.3613452426057167,6,2,7,24
divert,3.25,2.1244194253340942,2.5,1,7,20
divide,3.8181818181818183,1.7081419489459644,4,1,7,22
division,3.8260869565217392,2.1245785445812215,4,1,7,23
divorce,5.666666666666667,1.4259499757471625,6,3,7,21
divorcee,4.913043478260869,2.043015673820997,5,1,7,23
divulge,3.909090909090909,1.7432616094439293,4,1,7,22
dizziness,2.28,1.9043809142780932,1,1,7,25
dizzy,2.611111111111111,1.9444911292248126,2,1,7,18
docile,3.608695652173913,2.0391426548425735,4,1,7,23
docking,2.8421052631578947,1.5004872502970805,3,1,5,19
doctor,5.714285714285714,1.5537971921347118,7,2,7,21
doctorate,4.090909090909091,1.973855084879307,5,1,7,22
doctrine,4.578947368421052,2.1164905300385093,4,1,7,19
document,2.590909090909091,1.868513310453525,2,1,7,22
documentary,3.4347826086956523,2.1705903461023883,3,1,7,23
documentation,3.619047619047619,1.9868616075658234,3,1,7,21
dodger,3.5,1.9478494929174643,3,1,7,18
dodgy,4.2272727272727275,1.6015414652562279,4,1,7,22
doer,5,1.9235384061671346,6,1,7,21
dogface,2.1904761904761907,1.6315344807587615,1,1,7,21
doghouse,2.5,1.6547190813232433,2,1,5,22
dollhouse,2.6666666666666665,2.035909510816206,2,1,7,24
domain,4.7727272727272725,1.9744033018277694,5,1,7,22
domestic,4.782608695652174,1.97614228736722,5,1,7,23
domesticated,4.315789473684211,1.7654911680117478,5,1,7,19
dominance,5.6521739130434785,1.433644296322992,6,1,7,23
dominant,4.875,1.7523276445668041,5,1,7,24
dominate,5.826086956521739,1.8003073957987255,7,1,7,23
domination,5.590909090909091,1.501081860941219,6,2,7,22
dominion,4.818181818181818,2.038588765750502,5,1,7,22
domino,2.1904761904761907,1.4359334113755977,2,1,5,21
donate,5.181818181818182,1.7630159126409235,5,1,7,22
donation,5.565217391304348,1.440520327600152,6,2,7,23
donkey,2.0869565217391304,1.7815479346563372,1,1,7,23
donor,5.391304347826087,1.8025015555353925,6,1,7,23
doom,3.391304347826087,2.0832476925744094,3,1,7,23
doomsday,3.5238095238095237,2.2938842084780044,3,1,7,21
door,1.6363636363636365,1.1358007263790995,1,1,5,22
doorbell,3.1363636363636362,1.9589952367635655,3,1,7,22
doorknob,1.5909090909090908,1.4362348564112217,1,1,7,22
doorman,5.2272727272727275,2.1365708658818376,6,1,7,22
doornail,1.7,1.4545753585442764,1,1,6,20
doorstep,1.9545454545454546,1.5879688352247414,1,1,7,22
dope,2.5454545454545454,1.5345938729769368,2,1,5,22
dopey,3.3684210526315788,2.005839428485116,4,1,7,19
dork,4.5,2.2594829403858614,5,1,7,20
dorky,3.6363636363636362,2.215646837627989,3.5,1,7,22
dormant,2.64,1.7048949136725895,2,1,7,25
dormitory,5,2.3395906074624073,5.5,1,7,20
dorsal,1.55,1.050062654772261,1,1,5,20
dotted,2,1.5374122295716148,1,1,6,23
double,3.0833333333333335,1.6918388932104942,3,1,6,24
doubt,4.4,1.848422751068236,4,1,7,25
doubtful,4.217391304347826,1.999011613480532,4,1,7,23
douse,2.3684210526315788,1.5709348354753425,2,1,6,19
downer,3.9565217391304346,1.8703004345331846,4,1,7,23
downfall,3.1739130434782608,1.6139216471080473,3,1,6,23
download,2.96,2.1501937897160186,2,1,7,25
downriver,1.85,1.5985190514644287,1,1,7,20
downward,2.2916666666666665,1.458980187804412,2,1,6,24
doze,2.3157894736842106,1.416279616889396,2,1,5,19
dozen,2.08,2.019075696121041,1,1,7,25
draft,2.761904761904762,2.188715648611347,2,1,7,21
drafty,1.6363636363636365,1.1769797726729994,1,1,5,22
dragonfly,1.1818181818181819,0.5010810823432182,1,1,3,22
drainage,1.6666666666666667,1.3405601251996728,1,1,6,24
drainpipe,1.72,1.4,1,1,7,25
drama,5.7727272727272725,1.6883866117241486,6.5,1,7,22
dramatic,3.7777777777777777,2.129776446582669,3.5,1,7,18
drape,1.894736842105263,1.4100723717480785,1,1,6,19
drastic,3.2857142857142856,1.953019640015357,3,1,7,21
draught,3.25,2.173403830521681,3,1,7,20
drawback,2.7083333333333335,1.9219366742195605,2,1,7,24
drawbridge,2.1363636363636362,1.5521246435421703,1,1,6,22
dread,3.5652173913043477,2.018687398838475,4,1,7,23
dreaded,2.9545454545454546,1.5268165676232464,3,1,6,22
dreadful,2.909090909090909,1.8233692233542071,2.5,1,6,22
dream,3.9166666666666665,2.500724532691635,4,1,7,24
dreamboat,3.3043478260869565,2.098371286339948,3,1,7,23
dreamer,4.285714285714286,2.0770858707058104,5,1,7,21
dreamland,3.3043478260869565,2.265046309153236,3,1,7,23
dreamy,3.8095238095238093,2.204972734957229,4,1,7,21
dredge,2.6818181818181817,1.835791347111613,2,1,7,22
dresser,2.8636363636363638,1.8846612565519705,2.5,1,7,22
dressmaker,4.2631578947368425,2.2813764184310092,5,1,7,19
dressy,4.095238095238095,1.813966976126134,4,1,7,21
dribble,2.2916666666666665,1.8761469921708918,1.5,1,7,24
drift,2.5,2.0873770280289223,1,1,7,22
drifter,3.4285714285714284,2.134746555716359,3,1,7,21
driftwood,1.5909090909090908,1.402687587288227,1,1,7,22
drinker,4.217391304347826,2.5753467858122865,5,1,7,23
driver,4.72,2.2457367016935295,6,1,7,25
drizzle,1.5263157894736843,1.1722922015640782,1,1,5,19
droopy,2.2941176470588234,1.5718104959867516,2,1,6,17
dropout,5.083333333333333,1.6918388932104942,5,2,7,24
drowsy,1.9523809523809523,1.499206139134658,1,1,7,21
drugstore,3.347826086956522,2.3473136609590335,2,1,7,23
drunk,5.523809523809524,1.7781745588959375,6,1,7,21
drunkard,5.304347826086956,1.7171536334266988,5,1,7,23
drunken,4.782608695652174,2.043982781886438,5,1,7,23
drunkenness,4.6,1.8027756377319946,4,2,7,25
dual,2.869565217391304,1.96108383359089,3,1,7,23
dub,3.6842105263157894,2.18715013910663,3,1,7,19
dubious,4.086956521739131,1.8068818816921464,4,1,7,23
duckling,2.05,1.6693837501494848,1,1,7,20
ducky,1.9523809523809523,1.5644868320376006,1,1,6,21
due,3.1363636363636362,2.3359601787509043,2.5,1,7,22
duffel,1.9090909090909092,1.6877454928053721,1,1,7,22
dumbbell,3.05,2.0124611797498106,3,1,7,20
dumpling,2.142857142857143,1.5259657363687524,2,1,7,21
dungeon,3.0526315789473686,2.013114894621608,3,1,7,19
dupe,3.3,1.4903196407411892,4,1,5,20
duplex,3.1,2.0235456115702615,3.5,1,7,20
duplicate,1.9565217391304348,1.2239377906638147,2,1,5,23
duration,1.7826086956521738,1.2776584313476258,1,1,5,23
duster,1.7619047619047619,1.0910894511799618,1,1,4,21
duty,5.208333333333333,1.8172881532338392,5.5,1,7,24
dwell,4,1.841549442134554,4,1,7,24
dwelling,4.55,2.211810403980842,5.5,1,7,20
dynamite,2.272727272727273,1.931735419668473,1,1,7,22
dynamo,2.3333333333333335,2.160246899469287,1,1,7,24
dynasty,5.571428571428571,1.804755622554715,6,2,7,21
dysentery,1.9523809523809523,1.3219754338182867,1,1,5,21
eager,4.090909090909091,1.7432616094439293,4,1,7,22
earful,3.5238095238095237,1.9395630337539334,3,1,7,21
earl,4.1,1.9439514830419644,4,1,7,20
earn,4.458333333333333,1.887698545081139,4,1,7,24
earnings,3.3043478260869565,2.0098571321612897,3,1,7,23
earpiece,1.9565217391304348,1.580513750466923,1,1,7,23
earthling,4.375,2.222659981037214,5,1,7,24
earthly,4.238095238095238,2.0953463175513947,4,1,7,21
earthquake,3.8181818181818183,2.363136810346702,3.5,1,7,22
earthy,3.0869565217391304,2.1301524375299117,2,1,7,23
ease,2.608695652173913,1.9940623322705429,2,1,7,23
east,2,1.5603789952109879,1,1,7,24
eastbound,1.8181818181818181,1.2960145368218983,1,1,5,22
eastern,2.727272727272727,1.8304779022564983,2,1,6,22
easy,3.5454545454545454,2.283007054768165,4,1,7,22
easygoing,4.913043478260869,2.1087058391832496,5,1,7,23
eater,3.5714285714285716,1.9892568605242655,4,1,7,21
eavesdrop,4.894736842105263,2.447101161285992,6,1,7,19
ebony,2.8,2.117595458607661,2,1,7,20
eccentric,4.9,1.99736668746891,5,1,7,20
eclectic,3.35,2.1588252165910684,3.5,1,7,20
ecological,4.904761904761905,1.894855189843327,5,1,7,21
economic,5.181818181818182,1.867934016280417,6,1,7,22
economics,4.818181818181818,2.038588765750502,5,1,7,22
economy,5.2727272727272725,2.004324329372873,6,1,7,22
ecosystem,4.166666666666667,2.4257077258017903,4,1,7,24
ecstasy,3.782608695652174,1.9295906711276272,4,1,7,23
ecstatic,3.3043478260869565,2.0545909260769615,2,1,7,23
edgy,4.7727272727272725,2.0686277526951966,5,1,7,22
edit,2.782608695652174,1.9058885243354806,2,1,7,23
editing,2.6315789473684212,1.9209524927837658,2,1,7,19
edition,2.6363636363636362,1.7056057308448835,2,1,5,22
editor,4.619047619047619,1.9615348703551125,5,1,7,21
editorial,3.6956521739130435,1.8934044040178395,4,1,7,23
educate,6.142857142857143,1.651838802235687,7,1,7,21
education,6.125,1.5126280039259057,7,1,7,24
educator,6.291666666666667,1.1220775245117838,7,4,7,24
effect,3.238095238095238,1.445847914020071,4,1,5,21
efficiency,3.8,2.254624876411447,4,1,7,25
efficient,3.0833333333333335,2.263446134944921,2,1,7,24
effort,4.363636363636363,1.7874018000453045,4.5,1,7,22
egghead,2.6666666666666665,1.9578900207451218,2,1,7,21
eggplant,1.8095238095238095,1.8873009198071096,1,1,7,21
eggshell,1.826086956521739,1.3702081432144626,1,1,6,23
ego,5.25,1.8883298106221302,5.5,1,7,20
eighty,2,1.6072751268321592,1,1,6,25
ejaculate,3.8333333333333335,2.2198054491067585,4,1,7,24
ejaculation,3.7916666666666665,2.225917820793826,4,1,7,24
eject,3.0434782608695654,2.120854477661072,3,1,7,23
ejection,3.0833333333333335,1.909169331471644,2.5,1,7,24
elaborate,4.043478260869565,2.0108401877995092,5,1,7,23
elastic,1.5,0.8271701918685112,1,1,4,20
election,5.84,1.7953644012660308,7,1,7,25
elective,4.130434782608695,2.37992260810165,5,1,7,23
electoral,4.695652173913044,1.9408241597250206,5,1,7,23
electric,2.0416666666666665,1.7315277663950703,1,1,7,24
electrical,1.7826086956521738,1.412815427021534,1,1,7,23
electrician,4.7272727272727275,2.119789256861751,5,1,7,22
electricity,1.6818181818181819,1.1291110551632089,1,1,5,22
electrocute,2.5,1.819209666180292,2,1,7,22
electrocution,2.5,1.8496087779795347,2,1,7,20
electromagnetic,1.95,1.4317821063276353,1,1,5,20
electron,2.0476190476190474,1.774153050787628,1,1,7,21
electronic,2.272727272727273,1.5175738212786563,2,1,6,22
electronics,3.3636363636363638,1.9159842564581973,3,1,7,22
elegance,4.238095238095238,2.233937373893053,4,1,7,21
elegant,4.5,1.6059101370939324,4,2,7,20
elemental,2.1052631578947367,1.5236920380774406,1,1,5,19
elephant,2.0476190476190474,1.5644868320376006,1,1,7,21
elevate,3.0476190476190474,1.716863141784763,3,1,7,21
elevation,2.380952380952381,1.6874889770363088,2,1,6,21
elevator,3.391304347826087,2.349838107282028,3,1,7,23
elicit,3.590909090909091,1.8428521091243042,3.5,1,7,22
eligible,3.782608695652174,2.194135193877501,3,1,7,23
eliminate,3.619047619047619,2.1089378956287566,3,1,7,21
elite,5.28,1.69607389776114,6,1,7,25
elitist,5.444444444444445,1.6169041669088866,5.5,3,7,18
eloquence,5.545454545454546,1.5345938729769368,6,2,7,22
eloquent,4.5,1.7621756887140216,4.5,1,7,20
elude,4.1,2.221900561515559,4,1,7,20
elusive,4.2272727272727275,2.0220644373373933,4,1,7,22
emancipation,5,2.2962419891481978,6,1,7,23
embargo,3.9565217391304346,2.163294223454868,4,1,7,23
embark,3.6315789473684212,2.060488785479727,3,1,7,19
embarrass,5.545454545454546,1.6540649128527987,6,1,7,22
embattled,4.428571428571429,1.9639610121239315,4,1,7,21
embezzlement,4.315789473684211,2.109571614726748,4,1,7,19
emblem,3.3043478260869565,2.1832998921294187,3,1,7,23
embrace,5.44,1.5832456116050557,5,2,7,25
embroidery,2.111111111111111,1.5296631266542813,1.5,1,6,18
emerge,2.391304347826087,1.6986393066425687,2,1,6,23
eminence,3.4347826086956523,1.949967061645395,4,1,7,23
emissary,4.571428571428571,2.2264642052238024,5,1,7,21
emission,2.25,1.4823523268955432,2.5,1,7,20
emit,2.9047619047619047,2.047065262876636,2,1,7,21
emotion,5,1.8516401995451028,5,1,7,22
empathy,6.2,1.4725559590832462,7,1,7,20
emperor,5.166666666666667,2.1196116680157253,6,1,7,24
emphasis,3.5,2.1398475105532757,3,1,7,20
emphasize,3.5,1.9601288894248496,4,1,7,20
empire,4.7272727272727275,2.1861429000000845,5,1,7,22
empirical,3.5,1.7660825629193044,4,1,7,22
employ,5.130434782608695,1.9141660378748129,6,1,7,23
employee,6.260869565217392,1.2142109785351378,7,2,7,23
employer,6.190476190476191,1.2090925365350502,7,2,7,21
employment,5.454545454545454,1.9204977709728508,6,1,7,22
emporium,4,2.361979544454408,4.5,1,7,20
emptiness,3,2.1320071635561044,2,1,7,23
empty,1.7826086956521738,1.0425720702853738,1,1,4,23
emulate,4.409090909090909,1.7364191645888718,5,1,7,22
enable,3.36,2.3958297101421877,3,1,7,25
enamel,1.9444444444444444,1.5893847208431549,1,1,7,18
enchanted,3.5416666666666665,2.105462185481552,3,1,7,24
enchanting,4.333333333333333,1.9578900207451218,5,1,7,21
enchantress,3.4583333333333335,2.2062986251159216,3,1,7,24
enclosure,2.608695652173913,1.5591119393827024,2,1,5,23
encore,4,2.1521103473958814,4.5,1,7,20
encounter,5.666666666666667,1.809796209201627,6,1,7,24
encourage,5.363636363636363,1.2926699776028183,5,2,7,22
encouraging,5.583333333333333,1.442120017518492,6,2,7,24
encryption,2.652173913043478,1.8490463304135487,2,1,6,23
encyclopedia,3.739130434782609,2.280697487100818,3,1,7,23
end,2.6363636363636362,2.1054454238712608,1.5,1,7,22
endanger,3.6666666666666665,2.140025734641417,3,1,7,24
endeavor,3.8421052631578947,2.2916068572737545,5,1,7,19
ending,2.090909090909091,1.715728108915554,1,1,7,22
endless,2.260869565217391,1.7892962380969744,2,1,7,23
endorse,5.416666666666667,1.282547284209001,5,3,7,24
endorsement,4.217391304347826,2.3346504846283724,5,1,7,23
endurance,3.8636363636363638,2.273982337441448,4,1,7,22
endure,3.25,1.9167454300136626,3,1,7,24
enduring,3.65,2.084403234046921,4,1,7,20
enemy,6.12,1.7397317800933185,7,1,7,25
energetic,4.541666666666667,1.955575455542138,4.5,1,7,24
energize,4.217391304347826,2.0216222500108993,4,1,7,23
energy,3.8260869565217392,2.081349516606156,4,1,7,23
enforce,4.0476190476190474,1.9615348703551125,4,1,7,21
enforcer,4.6521739130434785,1.8490463304135487,5,1,7,23
engage,5.1,1.8890264827766652,5.5,2,7,20
